state,scenario,analysis,emissions,MismatchMult
AR,High NG Price,v6.2jedi_high,NNP,1.2292501401799025
AR,High NG Price,v6.2jedi_low,NNP,1.4424807454366428
AR,High NG Price,v6.2jedi_mid,NNP,1.2643405859417305
AR,High NG Price,v6.2nei_high,NNP,1.1124534947804263
AR,High NG Price,v6.2nei_low,NNP,1.2848860382578102
AR,High NG Price,v6.2nei_mid,NNP,1.140829978574494
AR,High NG Price 95 by 2035,v6.2jedi_high,95% by 2035,1.037580345057333
AR,High NG Price 95 by 2035,v6.2jedi_low,95% by 2035,1.0377215184557793
AR,High NG Price 95 by 2035,v6.2jedi_mid,95% by 2035,1.0375803450573333
AR,High NG Price 95 by 2035,v6.2nei_high,95% by 2035,0.9579917244571404
AR,High NG Price 95 by 2035,v6.2nei_low,95% by 2035,0.9581058867188671
AR,High NG Price 95 by 2035,v6.2nei_mid,95% by 2035,0.9579917244571404
AR,High NG Price 95 by 2050,v6.2jedi_high,95% by 2050,1.499092396320447
AR,High NG Price 95 by 2050,v6.2jedi_low,95% by 2050,1.7004587437381788
AR,High NG Price 95 by 2050,v6.2jedi_mid,95% by 2050,1.5377734383595838
AR,High NG Price 95 by 2050,v6.2nei_high,95% by 2050,1.333351977289917
AR,High NG Price 95 by 2050,v6.2nei_low,95% by 2050,1.4961902875511615
AR,High NG Price 95 by 2050,v6.2nei_mid,95% by 2050,1.3646320576289144
AR,High RE Cost,v6.2jedi_high,NNP,0.9295859090856964
AR,High RE Cost,v6.2jedi_low,NNP,0.9295859090856966
AR,High RE Cost,v6.2jedi_mid,NNP,0.9295859090856962
AR,High RE Cost,v6.2nei_high,NNP,0.8688341618862652
AR,High RE Cost,v6.2nei_low,NNP,0.8688341618862654
AR,High RE Cost,v6.2nei_mid,NNP,0.8688341618862653
AR,High RE Cost 95 by 2035,v6.2jedi_high,95% by 2035,0.9864247885651724
AR,High RE Cost 95 by 2035,v6.2jedi_low,95% by 2035,1.0863831527518293
AR,High RE Cost 95 by 2035,v6.2jedi_mid,95% by 2035,1.0074641591650622
AR,High RE Cost 95 by 2035,v6.2nei_high,95% by 2035,0.9145739682139492
AR,High RE Cost 95 by 2035,v6.2nei_low,95% by 2035,0.9949918229547431
AR,High RE Cost 95 by 2035,v6.2nei_mid,95% by 2035,0.9315004261697863
AR,High RE Cost 95 by 2050,v6.2jedi_high,95% by 2050,1.2397979435002628
AR,High RE Cost 95 by 2050,v6.2jedi_low,95% by 2050,1.383468849463283
AR,High RE Cost 95 by 2050,v6.2jedi_mid,95% by 2050,1.2606412516517396
AR,High RE Cost 95 by 2050,v6.2nei_high,95% by 2050,1.118440469532132
AR,High RE Cost 95 by 2050,v6.2nei_low,95% by 2050,1.2340256548262556
AR,High RE Cost 95 by 2050,v6.2nei_mid,95% by 2050,1.1352091925987982
AR,High Trans,v6.2jedi_high,NNP,0.9562023659366474
AR,High Trans,v6.2jedi_low,NNP,0.9562023659366476
AR,High Trans,v6.2jedi_mid,NNP,0.9562023659366474
AR,High Trans,v6.2nei_high,NNP,0.8897781408056877
AR,High Trans,v6.2nei_low,NNP,0.8897781408056877
AR,High Trans,v6.2nei_mid,NNP,0.8897781408056876
AR,High Trans 95 by 2035,v6.2jedi_high,95% by 2035,1.0748443133312826
AR,High Trans 95 by 2035,v6.2jedi_low,95% by 2035,1.262606986815697
AR,High Trans 95 by 2035,v6.2jedi_mid,95% by 2035,1.1054197859768886
AR,High Trans 95 by 2035,v6.2nei_high,95% by 2035,0.9852597308148401
AR,High Trans 95 by 2035,v6.2nei_low,95% by 2035,1.1360561538972602
AR,High Trans 95 by 2035,v6.2nei_mid,95% by 2035,1.0098155800869508
AR,High Trans 95 by 2050,v6.2jedi_high,95% by 2050,1.4231411249076915
AR,High Trans 95 by 2050,v6.2jedi_low,95% by 2050,1.7188244795827605
AR,High Trans 95 by 2050,v6.2jedi_mid,95% by 2050,1.4682162992284722
AR,High Trans 95 by 2050,v6.2nei_high,95% by 2050,1.265518146388476
AR,High Trans 95 by 2050,v6.2nei_low,95% by 2050,1.502988094075987
AR,High Trans 95 by 2050,v6.2nei_mid,95% by 2050,1.3017190319598801
AR,Low Demand Growth,v6.2jedi_high,NNP,0.8375226971144767
AR,Low Demand Growth,v6.2jedi_low,NNP,0.8375226971144769
AR,Low Demand Growth,v6.2jedi_mid,NNP,0.8375226971144769
AR,Low Demand Growth,v6.2nei_high,NNP,0.7946836975766806
AR,Low Demand Growth,v6.2nei_low,NNP,0.7946836975766809
AR,Low Demand Growth,v6.2nei_mid,NNP,0.7946836975766806
AR,Low Demand Growth 95 by 2035,v6.2jedi_high,95% by 2035,1.1945905338679117
AR,Low Demand Growth 95 by 2035,v6.2jedi_low,95% by 2035,1.333661990811223
AR,Low Demand Growth 95 by 2035,v6.2jedi_mid,95% by 2035,1.222037349332931
AR,Low Demand Growth 95 by 2035,v6.2nei_high,95% by 2035,1.0824519981461536
AR,Low Demand Growth 95 by 2035,v6.2nei_low,95% by 2035,1.1942832182077487
AR,Low Demand Growth 95 by 2035,v6.2nei_mid,95% by 2035,1.1045227445647354
AR,Low Demand Growth 95 by 2050,v6.2jedi_high,95% by 2050,1.9867070516922634
AR,Low Demand Growth 95 by 2050,v6.2jedi_low,95% by 2050,2.469548361259554
AR,Low Demand Growth 95 by 2050,v6.2jedi_mid,95% by 2050,2.065985213831267
AR,Low Demand Growth 95 by 2050,v6.2nei_high,95% by 2050,1.7206867868592481
AR,Low Demand Growth 95 by 2050,v6.2nei_low,95% by 2050,2.108952890715907
AR,Low Demand Growth 95 by 2050,v6.2nei_mid,95% by 2050,1.784436558315656
AR,Low Everything,v6.2jedi_high,NNP,0.9748941144648496
AR,Low Everything,v6.2jedi_low,NNP,0.9749323907431616
AR,Low Everything,v6.2jedi_mid,NNP,0.974899791841104
AR,Low Everything,v6.2nei_high,NNP,0.9040252946241621
AR,Low Everything,v6.2nei_low,NNP,0.9040559529730751
AR,Low Everything,v6.2nei_mid,NNP,0.9040298420616291
AR,Low Everything 95 by 2035,v6.2jedi_high,95% by 2035,1.1217112783135534
AR,Low Everything 95 by 2035,v6.2jedi_low,95% by 2035,1.2126790790741346
AR,Low Everything 95 by 2035,v6.2jedi_mid,95% by 2035,1.1449074604433762
AR,Low Everything 95 by 2035,v6.2nei_high,95% by 2035,1.024926936574479
AR,Low Everything 95 by 2035,v6.2nei_low,95% by 2035,1.0977898871690674
AR,Low Everything 95 by 2035,v6.2nei_mid,95% by 2035,1.0435065027328017
AR,Low Everything 95 by 2050,v6.2jedi_high,95% by 2050,1.3315236691575267
AR,Low Everything 95 by 2050,v6.2jedi_low,95% by 2050,1.6791824549049212
AR,Low Everything 95 by 2050,v6.2jedi_mid,95% by 2050,1.3840488736560577
AR,Low Everything 95 by 2050,v6.2nei_high,95% by 2050,1.190880071987045
AR,Low Everything 95 by 2050,v6.2nei_low,95% by 2050,1.4693461305032562
AR,Low Everything 95 by 2050,v6.2nei_mid,95% by 2050,1.2329514571183602
AR,Low NG Price,v6.2jedi_high,NNP,0.9426122320186671
AR,Low NG Price,v6.2jedi_low,NNP,0.9426122320186671
AR,Low NG Price,v6.2jedi_mid,NNP,0.9426122320186671
AR,Low NG Price,v6.2nei_high,NNP,0.8782052014963401
AR,Low NG Price,v6.2nei_low,NNP,0.8782052014963398
AR,Low NG Price,v6.2nei_mid,NNP,0.8782052014963401
AR,Low NG Price 95 by 2035,v6.2jedi_high,95% by 2035,0.9583796809093238
AR,Low NG Price 95 by 2035,v6.2jedi_low,95% by 2035,1.0875153564517168
AR,Low NG Price 95 by 2035,v6.2jedi_mid,95% by 2035,0.9832692580539412
AR,Low NG Price 95 by 2035,v6.2nei_high,95% by 2035,0.8911620013370908
AR,Low NG Price 95 by 2035,v6.2nei_low,95% by 2035,0.9946111859806408
AR,Low NG Price 95 by 2035,v6.2nei_mid,95% by 2035,0.9111007707818527
AR,Low NG Price 95 by 2050,v6.2jedi_high,95% by 2050,1.2004839244016148
AR,Low NG Price 95 by 2050,v6.2jedi_low,95% by 2050,1.467956495091687
AR,Low NG Price 95 by 2050,v6.2jedi_mid,95% by 2050,1.2404748239329952
AR,Low NG Price 95 by 2050,v6.2nei_high,95% by 2050,1.0851717238039733
AR,Low NG Price 95 by 2050,v6.2nei_low,95% by 2050,1.2994410900049405
AR,Low NG Price 95 by 2050,v6.2nei_mid,95% by 2050,1.1172079983060201
AR,Low Nuclear CCS Cost,v6.2jedi_high,NNP,1.005793839250149
AR,Low Nuclear CCS Cost,v6.2jedi_low,NNP,1.0057938392501489
AR,Low Nuclear CCS Cost,v6.2jedi_mid,NNP,1.005793839250149
AR,Low Nuclear CCS Cost,v6.2nei_high,NNP,0.9302086875204907
AR,Low Nuclear CCS Cost,v6.2nei_low,NNP,0.9302086875204909
AR,Low Nuclear CCS Cost,v6.2nei_mid,NNP,0.9302086875204906
AR,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_high,95% by 2035,1.0576586239927717
AR,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_low,95% by 2035,1.1297002575131605
AR,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_mid,95% by 2035,1.0714909434218238
AR,Low Nuclear CCS Cost 95 by 2035,v6.2nei_high,95% by 2035,0.9719740601503591
AR,Low Nuclear CCS Cost 95 by 2035,v6.2nei_low,95% by 2035,1.0299444825163577
AR,Low Nuclear CCS Cost 95 by 2035,v6.2nei_mid,95% by 2035,0.9831046434036749
AR,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_high,95% by 2050,1.275042071852167
AR,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_low,95% by 2050,1.5415683732517917
AR,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_mid,95% by 2050,1.3168997952470607
AR,Low Nuclear CCS Cost 95 by 2050,v6.2nei_high,95% by 2050,1.146990592200453
AR,Low Nuclear CCS Cost 95 by 2050,v6.2nei_low,95% by 2050,1.3614588310336388
AR,Low Nuclear CCS Cost 95 by 2050,v6.2nei_mid,95% by 2050,1.180672642230514
AR,Low RE Cost,v6.2jedi_high,NNP,1.166439933608926
AR,Low RE Cost,v6.2jedi_low,NNP,1.2719827776712815
AR,Low RE Cost,v6.2jedi_mid,NNP,1.1895101790117923
AR,Low RE Cost,v6.2nei_high,NNP,1.059450941069752
AR,Low RE Cost,v6.2nei_low,NNP,1.144374019332221
AR,Low RE Cost,v6.2nei_mid,NNP,1.0780139831962765
AR,Low RE Cost 95 by 2035,v6.2jedi_high,95% by 2035,1.287537981398493
AR,Low RE Cost 95 by 2035,v6.2jedi_low,95% by 2035,1.3926158477095196
AR,Low RE Cost 95 by 2035,v6.2jedi_mid,95% by 2035,1.31365601274714
AR,Low RE Cost 95 by 2035,v6.2nei_high,95% by 2035,1.1587277408234602
AR,Low RE Cost 95 by 2035,v6.2nei_low,95% by 2035,1.24327668342266
AR,Low RE Cost 95 by 2035,v6.2nei_mid,95% by 2035,1.1797431269444956
AR,Low RE Cost 95 by 2050,v6.2jedi_high,95% by 2050,1.0861677743645617
AR,Low RE Cost 95 by 2050,v6.2jedi_low,95% by 2050,1.2320776607697275
AR,Low RE Cost 95 by 2050,v6.2jedi_mid,95% by 2050,1.1155750380749607
AR,Low RE Cost 95 by 2050,v6.2nei_high,95% by 2050,0.9959192828203735
AR,Low RE Cost 95 by 2050,v6.2nei_low,95% by 2050,1.1133229477730906
AR,Low RE Cost 95 by 2050,v6.2nei_mid,95% by 2050,1.019581288328656
AR,Low Trans,v6.2jedi_high,NNP,1.2939853618600226
AR,Low Trans,v6.2jedi_low,NNP,1.3240134522270328
AR,Low Trans,v6.2jedi_mid,NNP,1.2987280302947055
AR,Low Trans,v6.2nei_high,NNP,1.1599153961977815
AR,Low Trans,v6.2nei_low,NNP,1.1839807575480317
AR,Low Trans,v6.2nei_mid,NNP,1.1637163048886134
AR,Low Trans 95 by 2035,v6.2jedi_high,95% by 2035,1.0070891156596729
AR,Low Trans 95 by 2035,v6.2jedi_low,95% by 2035,1.0253930627730117
AR,Low Trans 95 by 2035,v6.2jedi_mid,95% by 2035,1.009928807305157
AR,Low Trans 95 by 2035,v6.2nei_high,95% by 2035,0.9300199853191771
AR,Low Trans 95 by 2035,v6.2nei_low,95% by 2035,0.9446892864979926
AR,Low Trans 95 by 2035,v6.2nei_mid,95% by 2035,0.9322957945610107
AR,Low Trans 95 by 2050,v6.2jedi_high,95% by 2050,1.450017666556261
AR,Low Trans 95 by 2050,v6.2jedi_low,95% by 2050,1.7079684017959345
AR,Low Trans 95 by 2050,v6.2jedi_mid,95% by 2050,1.4906224887001627
AR,Low Trans 95 by 2050,v6.2nei_high,95% by 2050,1.284964100558705
AR,Low Trans 95 by 2050,v6.2nei_low,95% by 2050,1.4916931192286873
AR,Low Trans 95 by 2050,v6.2nei_mid,95% by 2050,1.3175059540536318
AR,Mid Case,v6.2jedi_high,NNP,1.0000124853834114
AR,Mid Case,v6.2jedi_low,NNP,1.001101843586379
AR,Mid Case,v6.2jedi_mid,NNP,1.000169725538845
AR,Mid Case,v6.2nei_high,NNP,0.9255565508444494
AR,Mid Case,v6.2nei_low,NNP,0.9264331350090221
AR,Mid Case,v6.2nei_mid,NNP,0.9256830787669581
AR,Mid Case 95 by 2035,v6.2jedi_high,95% by 2035,0.9981838420198157
AR,Mid Case 95 by 2035,v6.2jedi_low,95% by 2035,0.9982490153783773
AR,Mid Case 95 by 2035,v6.2jedi_mid,95% by 2035,0.9981838420198157
AR,Mid Case 95 by 2035,v6.2nei_high,95% by 2035,0.9245572107257649
AR,Mid Case 95 by 2035,v6.2nei_low,95% by 2035,0.9246096543883834
AR,Mid Case 95 by 2035,v6.2nei_mid,95% by 2035,0.9245572107257649
AR,Mid Case 95 by 2050,v6.2jedi_high,95% by 2050,1.483969735829369
AR,Mid Case 95 by 2050,v6.2jedi_low,95% by 2050,1.820394467997991
AR,Mid Case 95 by 2050,v6.2jedi_mid,95% by 2050,1.53396197380866
AR,Mid Case 95 by 2050,v6.2nei_high,95% by 2050,1.3154496961514717
AR,Mid Case 95 by 2050,v6.2nei_low,95% by 2050,1.586163766129678
AR,Mid Case 95 by 2050,v6.2nei_mid,95% by 2050,1.3556774229403261
AR,Mid Case Base Flex,v6.2jedi_high,NNP,0.8917518003474962
AR,Mid Case Base Flex,v6.2jedi_low,NNP,0.8956553465031328
AR,Mid Case Base Flex,v6.2jedi_mid,NNP,0.8923110596160958
AR,Mid Case Base Flex,v6.2nei_high,NNP,0.8384097459586357
AR,Mid Case Base Flex,v6.2nei_low,NNP,0.8415503966087664
AR,Mid Case Base Flex,v6.2nei_mid,NNP,0.8388597055378204
AR,Mid Case Base Flex 95 by 2035,v6.2jedi_high,95% by 2035,1.1094274993736064
AR,Mid Case Base Flex 95 by 2035,v6.2jedi_low,95% by 2035,1.1981037926105027
AR,Mid Case Base Flex 95 by 2035,v6.2jedi_mid,95% by 2035,1.1304226311235284
AR,Mid Case Base Flex 95 by 2035,v6.2nei_high,95% by 2035,1.0155030251592914
AR,Mid Case Base Flex 95 by 2035,v6.2nei_low,95% by 2035,1.0868490429726856
AR,Mid Case Base Flex 95 by 2035,v6.2nei_mid,95% by 2035,1.0323950149927277
AR,Mid Case Base Flex 95 by 2050,v6.2jedi_high,95% by 2050,0.8860146969662602
AR,Mid Case Base Flex 95 by 2050,v6.2jedi_low,95% by 2050,0.8863081869789936
AR,Mid Case Base Flex 95 by 2050,v6.2jedi_mid,95% by 2050,0.8860146969662602
AR,Mid Case Base Flex 95 by 2050,v6.2nei_high,95% by 2050,0.8344601492258965
AR,Mid Case Base Flex 95 by 2050,v6.2nei_low,95% by 2050,0.8346962816003134
AR,Mid Case Base Flex 95 by 2050,v6.2nei_mid,95% by 2050,0.8344601492258965
AR,PTC ITC Ext,v6.2jedi_high,NNP,1.177594750618792
AR,PTC ITC Ext,v6.2jedi_low,NNP,1.226737214157839
AR,PTC ITC Ext,v6.2jedi_mid,NNP,1.192053515583364
AR,PTC ITC Ext,v6.2nei_high,NNP,1.0685826095877757
AR,PTC ITC Ext,v6.2nei_low,NNP,1.1081379080844167
AR,PTC ITC Ext,v6.2nei_mid,NNP,1.0802206253256723
AR,PTC ITC Ext 95 by 2035,v6.2jedi_high,95% by 2035,1.1566556926681253
AR,PTC ITC Ext 95 by 2035,v6.2jedi_low,95% by 2035,1.2317562242811089
AR,PTC ITC Ext 95 by 2035,v6.2jedi_mid,95% by 2035,1.177535066184533
AR,PTC ITC Ext 95 by 2035,v6.2nei_high,95% by 2035,1.0534106719612737
AR,PTC ITC Ext 95 by 2035,v6.2nei_low,95% by 2035,1.1138598991931887
AR,PTC ITC Ext 95 by 2035,v6.2nei_mid,95% by 2035,1.070216704715576
AR,PTC ITC Ext 95 by 2050,v6.2jedi_high,95% by 2050,1.2694084562988515
AR,PTC ITC Ext 95 by 2050,v6.2jedi_low,95% by 2050,1.4151643055860916
AR,PTC ITC Ext 95 by 2050,v6.2jedi_mid,95% by 2050,1.299122216871295
AR,PTC ITC Ext 95 by 2050,v6.2nei_high,95% by 2050,1.143441712464893
AR,PTC ITC Ext 95 by 2050,v6.2nei_low,95% by 2050,1.2607621663246629
AR,PTC ITC Ext 95 by 2050,v6.2nei_mid,95% by 2050,1.167358638566224
AR,Reduced RE Resource,v6.2jedi_high,NNP,1.1092150496111386
AR,Reduced RE Resource,v6.2jedi_low,NNP,1.109600978685581
AR,Reduced RE Resource,v6.2jedi_mid,NNP,1.10927034149275
AR,Reduced RE Resource,v6.2nei_high,NNP,1.01347834447908
AR,Reduced RE Resource,v6.2nei_low,NNP,1.01378893202805
AR,Reduced RE Resource,v6.2nei_mid,NNP,1.0135228422148683
AR,Reduced RE Resource 95 by 2035,v6.2jedi_high,95% by 2035,1.144323978779651
AR,Reduced RE Resource 95 by 2035,v6.2jedi_low,95% by 2035,1.2248934027538037
AR,Reduced RE Resource 95 by 2035,v6.2jedi_mid,95% by 2035,1.167568387562803
AR,Reduced RE Resource 95 by 2035,v6.2nei_high,95% by 2035,1.042244877963232
AR,Reduced RE Resource 95 by 2035,v6.2nei_low,95% by 2035,1.1070854447182303
AR,Reduced RE Resource 95 by 2035,v6.2nei_mid,95% by 2035,1.0609514860664242
AR,Reduced RE Resource 95 by 2050,v6.2jedi_high,95% by 2050,0.983936079192104
AR,Reduced RE Resource 95 by 2050,v6.2jedi_low,95% by 2050,0.9860186246572233
AR,Reduced RE Resource 95 by 2050,v6.2jedi_mid,95% by 2050,0.9842134487545929
AR,Reduced RE Resource 95 by 2050,v6.2nei_high,95% by 2050,0.9138368389726738
AR,Reduced RE Resource 95 by 2050,v6.2nei_low,95% by 2050,0.9155128274753924
AR,Reduced RE Resource 95 by 2050,v6.2nei_mid,95% by 2050,0.9140600601246351
AZ,Electrification,v6.2jedi_high,NNP,1.2634176535014043
AZ,Electrification,v6.2jedi_low,NNP,1.3012348055393619
AZ,Electrification,v6.2jedi_mid,NNP,1.262784764706709
AZ,Electrification,v6.2nei_high,NNP,1.1331477491380582
AZ,Electrification,v6.2nei_low,NNP,1.1644052590546892
AZ,Electrification,v6.2nei_mid,NNP,1.1334026904674788
AZ,Electrification 95 by 2035,v6.2jedi_high,95% by 2035,1.3294406838146917
AZ,Electrification 95 by 2035,v6.2jedi_low,95% by 2035,1.419352151016178
AZ,Electrification 95 by 2035,v6.2jedi_mid,95% by 2035,1.3371709018742952
AZ,Electrification 95 by 2035,v6.2nei_high,95% by 2035,1.1898862490020132
AZ,Electrification 95 by 2035,v6.2nei_low,95% by 2035,1.2633502897579254
AZ,Electrification 95 by 2035,v6.2nei_mid,95% by 2035,1.1969056795594655
AZ,Electrification 95 by 2050,v6.2jedi_high,95% by 2050,1.4796605989408602
AZ,Electrification 95 by 2050,v6.2jedi_low,95% by 2050,1.5624340532536412
AZ,Electrification 95 by 2050,v6.2jedi_mid,95% by 2050,1.4862587371255844
AZ,Electrification 95 by 2050,v6.2nei_high,95% by 2050,1.3076169963540343
AZ,Electrification 95 by 2050,v6.2nei_low,95% by 2050,1.375166537781614
AZ,Electrification 95 by 2050,v6.2nei_mid,95% by 2050,1.3139013853570367
AZ,Electrification EnhancedFlex,v6.2jedi_high,NNP,1.1912351156001313
AZ,Electrification EnhancedFlex,v6.2jedi_low,NNP,1.2026952790270196
AZ,Electrification EnhancedFlex,v6.2jedi_mid,NNP,1.1858416625233057
AZ,Electrification EnhancedFlex,v6.2nei_high,NNP,1.075951158179447
AZ,Electrification EnhancedFlex,v6.2nei_low,NNP,1.086003548368525
AZ,Electrification EnhancedFlex,v6.2nei_mid,NNP,1.072302518796739
AZ,Electrification EnhancedFlex 95 by 2035,v6.2jedi_high,95% by 2035,1.3475090606097224
AZ,Electrification EnhancedFlex 95 by 2035,v6.2jedi_low,95% by 2035,1.4314654341522668
AZ,Electrification EnhancedFlex 95 by 2035,v6.2jedi_mid,95% by 2035,1.3555098275156447
AZ,Electrification EnhancedFlex 95 by 2035,v6.2nei_high,95% by 2035,1.2036392124135447
AZ,Electrification EnhancedFlex 95 by 2035,v6.2nei_low,95% by 2035,1.272231466591998
AZ,Electrification EnhancedFlex 95 by 2035,v6.2nei_mid,95% by 2035,1.2108959292550392
AZ,Electrification EnhancedFlex 95 by 2050,v6.2jedi_high,95% by 2050,3.0316974735160622
AZ,Electrification EnhancedFlex 95 by 2050,v6.2jedi_low,95% by 2050,3.1019980103031073
AZ,Electrification EnhancedFlex 95 by 2050,v6.2jedi_mid,95% by 2050,3.0284161166346397
AZ,Electrification EnhancedFlex 95 by 2050,v6.2nei_high,95% by 2050,2.5481801827474366
AZ,Electrification EnhancedFlex 95 by 2050,v6.2nei_low,95% by 2050,2.6081148057347896
AZ,Electrification EnhancedFlex 95 by 2050,v6.2nei_mid,95% by 2050,2.5483806579596933
AZ,High Demand Growth,v6.2jedi_high,NNP,1.0020844044459325
AZ,High Demand Growth,v6.2jedi_low,NNP,1.0130224483407972
AZ,High Demand Growth,v6.2jedi_mid,NNP,1.0015641784056546
AZ,High Demand Growth,v6.2nei_high,NNP,0.9258362549099167
AZ,High Demand Growth,v6.2nei_low,NNP,0.9351994387652726
AZ,High Demand Growth,v6.2nei_mid,NNP,0.9258552712914252
AZ,High Demand Growth 95 by 2035,v6.2jedi_high,95% by 2035,1.1583407829444616
AZ,High Demand Growth 95 by 2035,v6.2jedi_low,95% by 2035,1.2221405444285918
AZ,High Demand Growth 95 by 2035,v6.2jedi_mid,95% by 2035,1.1656195046033102
AZ,High Demand Growth 95 by 2035,v6.2nei_high,95% by 2035,1.0527726296227542
AZ,High Demand Growth 95 by 2035,v6.2nei_low,95% by 2035,1.1048285410042493
AZ,High Demand Growth 95 by 2035,v6.2nei_mid,95% by 2035,1.0592264787763175
AZ,High Demand Growth 95 by 2050,v6.2jedi_high,95% by 2050,1.1444924427971286
AZ,High Demand Growth 95 by 2050,v6.2jedi_low,95% by 2050,1.202176538858924
AZ,High Demand Growth 95 by 2050,v6.2jedi_mid,95% by 2050,1.1479160009529197
AZ,High Demand Growth 95 by 2050,v6.2nei_high,95% by 2050,1.0421943676970218
AZ,High Demand Growth 95 by 2050,v6.2nei_low,95% by 2050,1.0893442819982255
AZ,High Demand Growth 95 by 2050,v6.2nei_mid,95% by 2050,1.0455330143393056
AZ,High NG Price,v6.2jedi_high,NNP,1.1767369682965587
AZ,High NG Price,v6.2jedi_low,NNP,1.1823339338738192
AZ,High NG Price,v6.2jedi_mid,NNP,1.1690155158442508
AZ,High NG Price,v6.2nei_high,NNP,1.0570186109052528
AZ,High NG Price,v6.2nei_low,NNP,1.062392916029481
AZ,High NG Price,v6.2nei_mid,NNP,1.051677514490804
AZ,High NG Price 95 by 2035,v6.2jedi_high,95% by 2035,1.54921867598335
AZ,High NG Price 95 by 2035,v6.2jedi_low,95% by 2035,1.6506769147022493
AZ,High NG Price 95 by 2035,v6.2jedi_mid,95% by 2035,1.554400272821615
AZ,High NG Price 95 by 2035,v6.2nei_high,95% by 2035,1.3521195037357148
AZ,High NG Price 95 by 2035,v6.2nei_low,95% by 2035,1.4337169857252496
AZ,High NG Price 95 by 2035,v6.2nei_mid,95% by 2035,1.3574281843387592
AZ,High NG Price 95 by 2050,v6.2jedi_high,95% by 2050,1.2733015426340761
AZ,High NG Price 95 by 2050,v6.2jedi_low,95% by 2050,1.3246807478089602
AZ,High NG Price 95 by 2050,v6.2jedi_mid,95% by 2050,1.2739511272628605
AZ,High NG Price 95 by 2050,v6.2nei_high,95% by 2050,1.1376535053874983
AZ,High NG Price 95 by 2050,v6.2nei_low,95% by 2050,1.17924441123065
AZ,High NG Price 95 by 2050,v6.2nei_mid,95% by 2050,1.1390065092194543
AZ,High RE Cost,v6.2jedi_high,NNP,0.778829570639766
AZ,High RE Cost,v6.2jedi_low,NNP,0.7739969234062353
AZ,High RE Cost,v6.2jedi_mid,NNP,0.7752859356986742
AZ,High RE Cost,v6.2nei_high,NNP,0.745343363693019
AZ,High RE Cost,v6.2nei_low,NNP,0.7417530024767633
AZ,High RE Cost,v6.2nei_mid,NNP,0.7427218014132414
AZ,High RE Cost 95 by 2035,v6.2jedi_high,95% by 2035,0.9353416251492463
AZ,High RE Cost 95 by 2035,v6.2jedi_low,95% by 2035,0.9638933663824513
AZ,High RE Cost 95 by 2035,v6.2jedi_mid,95% by 2035,0.9405063750585411
AZ,High RE Cost 95 by 2035,v6.2nei_high,95% by 2035,0.8715047226567615
